artigoEmPeriodico	2007		MODELING CANCER: INTEGRATION OF OMICS INFORMATION IN DYNAMIC SYSTEMS	Journal of Bioinformatics and Computational Biology	Stransky, B. ; MACHADO, Lucila Ohno ; BARRERA, Junior ; Souza, S. J.	B1	Journal of Bioinformatics and Computational Biology (Print)
artigoEmPeriodico	2007	http://dx.doi.org/10.1155/2007/73109	A Robust Structural PGN Model for Control of Cell-Cycle Progression Stabilized by Negative Feedbacks	EURASIP Journal on Bioinformatics and Systems Biology (Online)	TREPODE, N. W. ; ARMELIN, H. A. ; BITTNER, M. L. ; BARRERA, J. ; GUBITOSO, M. D. ; HASHIMOTO, R. F.	B3	
artigoEmPeriodico	2006		Extense variant gene family repertoire overlap in Western Amazon Plasmodium falciparum isolates	Molecular and Biochemical Parasitology	ALBRECHT, L. ; MERINO, E. F. ; HOFFMANN, E. H. E. ; FERREIRA, M. U. ; FERREIRA, R. G. M. ; OSAKABE, A. L. ; MARTHA, R. C. D. ; RAMHARTER, M. ; DURHAM, A. M. ; FERREIRA, J. E. ; PORTILLO, H. A.	B2	Molecular and Biochemical Parasitology (Print)
artigoEmPeriodico	2006		DBCollHIV: A Database System for Collaborative HIV analysis in Brazil	Genetics and Molecular Research	ARAÚJO, L. V. ; SOARES, M. A. ; TANURI, A. ; OLIVEIRA, S. M. ; CHEQUER, P. ; SABINO, E. C. ; FERREIRA, J. E.	B2	
artigoEmPeriodico	2006		Trends in Antiretroviral Drug Resistance and Clade Distributions Among HIV	Journal of Acquired Immune Deficiency Syndromes	BARRETO, C. C. ; ARAÚJO, L. V. ; FERREIRA, J. E. ; SABINO, E. C.	Qualis nao identificado	Journal of Acquired Immune Deficiency Syndromes
artigoEmPeriodico	2006	http://dx.doi.org/10.1109/TSMCB.2005.857095	On the ternary spatial relation "Between". IEEE Transactions on Systems, Man and Cybernetics	Part B, Cybernetics	BLOCH, Isabelle ; COLLIOT, O ; CESAR JUNIOR, R. M.	Qualis nao identificado	Part B, Cybernetics
artigoEmPeriodico	2006		Synchronization Options for Data Warehouse Designs	Computer (Long Beach)	ITALIANO, I. ; FERREIRA, J. E.	Qualis nao identificado	Computer (Long Beach)
artigoEmPeriodico	2006	http://dx.doi.org/10.1007/s10044-006-0031-0	W-operator Window Design by Minimization of Mean Conditional Entropy	Pattern Analysis and Applications	MARTINS JR, D C ; CESAR JR, Roberto M ; BARRERA, Junior	B1	
artigoEmPeriodico	2006		Multi-character population study of the vir subtelomeric multigene superfamily of Plasmodium vivax, a major human malaria parasite	Molecular and Biochemical Parasitology	MERINO, E. F. ; FERNANDEZ-BECERRA, C. ; DURHAM, A. M. ; FERREIRA, J. E. ; TUMILASCI, V. F. ; DARC-NEVES, J. ; DADARIO, A. ; SILVA-NUNES, M. ; FERREIRA, M. U. ; WICKRAMARACHCHI, T. A. ; PORTILLO, H. A.	B2	Molecular and Biochemical Parasitology (Print)
artigoEmPeriodico	2006	http://dx.doi.org/10.1109/TMI.2006.879967	Retinal vessel segmentation using the 2-D Gabor wavelet and supervised classification	IEEE Transactions on Medical Imaging	Soares, J.V.B. ; Leandro, J.J.G. ; Cesar, R.M. ; Jelinek, H.F. ; Cree, M.J.	A1	IEEE Transactions on Medical Imaging (Print)
artigoEmPeriodico	2006	http://dx.doi.org/10.1002/cncr.21826	Class distinction between follicular adenomas and follicular carcinomas of the thyroid gland on the basis of their signature expression	Cancer, Inglaterra	Stolf, Beatriz S. ; Santos, Mariana M. S. ; Simao, Daniel F. ; Diaz, Juan P. ; Cristo, Elier B. ; Hirata, Roberto ; Curado, Maria P. ; Neves, Eduardo J. ; Kowalski, Luiz P. ; Carvalho, Alex F.	Qualis nao identificado	Cancer, Inglaterra
artigoEmPeriodico	2006	http://dx.doi.org/10.1016/j.imavis.2006.02.014	Local approach for face verification in polar frequency domain	Image and Vision Computing	ZANA, Y ; CESARJR, R ; FERIS, R ; TURK, M	A1	
artigoEmPeriodico	2006	http://dx.doi.org/10.1145/1119766.1119771	Face recognition based on polar frequency features	ACM Transactions on Applied Perception, ACM - New York	ZANA, Yossi ; Cesar, Roberto M.	B2	ACM Transactions on Applied Perception (Print)
artigoEmPeriodico	2005	http://dx.doi.org/10.1016/j.patcog.2005.05.007	Inexact graph matching for model-based recognition: Evaluation and comparison of optimization algorithms	Pattern Recognition	CESARJR, R ; BENGOETXEA, E ; BLOCH, I ; LARRANAGA, P	A1	
artigoEmPeriodico	2005		Development of retinal blood vessel segmentation methodology using wavelet transforms for assessment of diabetic retinopathy	Complexity International, http://www.complexity.org.au/c	CORNFORTH, D. ; JELINEK, H. ; LEANDRO, J. J. G. ; SOARES, J. V. B. ; CESAR JUNIOR, R. M. ; CREE, M ; MITCHELL, P ; BOSSOMAIER, T	Qualis nao identificado	Complexity International, http://www.complexity.org.au/c
artigoEmPeriodico	2005	http://dx.doi.org/10.1158/0008-5472.CAN-05-1035	Expression Profile of Malignant and Nonmalignant Lesions of Esophagus and Stomach: Differential Activity of Functional Modules Related to Inflammation and Lipid Metabolism	Cancer Research	GOMES, L. I. ; ESTEVES, G. P. ; CARVALHO, A. F. ; CRISTO, E. B. ; HIRATA JR., R. ; MARTINS, W. K. ; NEVES, E. J. ; REIS, L. F.	B2	Caries Research
artigoEmPeriodico	2005	http://dx.doi.org/10.1016/j.patcog.2005.02.018	A unifying view for stack filter design based on graph search methods	Pattern Recognition	HIRATA, N. S. T. ; BARRERA, Junior	A1	
artigoEmPeriodico	2005	http://dx.doi.org/10.1002/ajpa.20209	Sexual dimorphism in the Japanese cranial base: A Fourier-wavelet representation	American Journal of Physical Anthropology, Wiley Interscience	Lestrel, P.E. ; Cesar, R.M. ; TAKAHASHI, O. ; KANAZAWA, E.	C	American Journal of Physical Anthropology
artigoEmPeriodico	2005	http://dx.doi.org/10.1016/j.cviu.2004.07.010	Eye gaze tracking techniques for interactive applications	Computer Vision and Image Understanding (Print), New York	MORIMOTO, C ; MIMICA, M	A1	Computer Vision and Image Understanding (Print)
artigoEmPeriodico	2005	http://dx.doi.org/10.1016/j.patrec.2004.11.017	Feature Selection Algorithms to Find Strong Genes	Pattern Recognition Letters	SILVA, Paulo J S ; HASHIMOTO, Ronaldo F ; KIM, Seungchan ; BARRERA, Junior ; BRANDÃO, Leônidas O ; SUH, Edward ; DOUGHERTY, Edward R	A1	
